fmun_cod;fmun;ano;mes;mes_ano;regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;cvli;roubo_rua;registro_ocorrencias;fase 
3304110;Porto Real;2016;7;2016m07;Interior;0;0;0;0;0;0;9;1;1;2;0;1;1;0;1;0;0;0;0;0;0;0;1;4;2;0;0;2;2;14;20;0;0;0;1;7;5;2;0;2;5;3;2;3;9;0;0;0;0;0;0;1;79;3
3304128;Quatis;2016;7;2016m07;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3304144;Queimados;2016;7;2016m07;Baixada Fluminense;12;0;0;0;12;13;74;6;0;20;10;0;19;9;89;9;0;1;11;0;1;2;15;166;4;13;4;4;1;36;62;0;0;0;21;12;1;6;5;24;22;13;48;0;74;7;0;0;0;0;12;109;638;3
3304151;Quissamã;2016;7;2016m07;Interior;1;0;0;0;1;0;10;1;2;1;1;1;0;0;3;0;0;0;1;0;0;0;1;7;2;0;0;1;1;14;18;0;0;0;2;4;0;4;0;0;6;3;2;0;8;0;1;0;0;0;1;4;77;3
3304201;Resende;2016;7;2016m07;Interior;3;0;0;0;3;3;71;4;0;14;1;2;2;0;13;1;0;0;2;0;1;0;6;28;7;7;3;7;3;67;94;0;0;0;17;27;9;18;0;4;49;9;7;0;59;7;0;0;0;0;3;16;425;3
3304300;Rio Bonito;2016;7;2016m07;Interior;0;0;0;0;0;1;13;0;3;8;3;0;4;0;7;0;0;0;0;0;0;0;0;14;8;4;0;1;0;19;32;0;0;0;11;13;7;6;0;3;6;2;3;0;22;0;0;0;0;0;0;7;136;3
3304409;Rio Claro;2016;7;2016m07;Interior;0;0;0;0;0;0;9;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;5;0;0;0;1;5;5;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;51;3
3304508;Rio das Flores;2016;7;2016m07;Interior;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;5;0;0;0;2;0;0;0;0;1;3;0;0;0;3;0;0;0;0;0;0;0;26;3
3304524;Rio das Ostras;2016;7;2016m07;Interior;10;0;0;0;10;6;54;12;2;18;6;1;16;0;54;2;0;0;7;0;0;0;6;92;10;10;0;11;2;68;101;0;1;1;37;34;9;24;1;11;47;17;15;1;69;4;0;0;0;0;10;63;575;3
3304557;Rio de Janeiro;2016;7;2016m07;Capital;97;3;6;44;150;154;2254;108;45;1352;258;37;1438;335;3748;577;1;5;819;4;37;9;1118;8233;565;1254;636;871;70;4016;7565;2;60;2;1827;660;342;244;83;1169;1011;255;416;61;1824;241;21;0;2;0;106;5144;31662;3
3304607;Santa Maria Madalena;2016;7;2016m07;Interior;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;14;3
3304706;Santo Antônio de Pádua;2016;7;2016m07;Interior;0;0;0;0;0;0;13;3;4;9;1;0;0;0;2;0;0;0;1;0;0;0;1;5;8;2;1;9;1;15;36;0;0;0;4;11;8;2;1;0;1;1;4;1;19;1;0;0;0;0;0;3;149;3
3304755;São Francisco de Itabapoana;2016;7;2016m07;Interior;0;0;0;0;0;0;9;2;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;2;0;0;0;13;15;0;0;0;1;3;2;0;1;0;1;0;1;0;6;0;0;0;0;0;0;1;63;3
3304805;São Fidélis;2016;7;2016m07;Interior;1;0;0;0;1;0;9;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;3;1;3;8;0;0;0;0;7;4;2;1;1;4;0;3;0;11;0;0;0;0;0;1;0;56;3
3304904;São Gonçalo;2016;7;2016m07;Grande Niterói;17;1;1;9;28;26;314;17;7;139;66;3;338;50;831;93;0;1;157;0;1;1;92;1634;106;94;24;26;5;305;559;0;7;0;127;94;15;75;6;249;202;45;63;8;287;31;1;0;0;0;19;1081;4003;3
3305000;São João da Barra;2016;7;2016m07;Interior;1;0;0;0;1;0;17;3;1;11;2;0;1;0;4;0;0;0;0;0;0;0;1;8;0;0;1;1;1;35;38;0;0;0;2;4;0;3;1;3;8;0;0;0;8;0;0;0;0;0;1;4;117;3
3305109;São João de Meriti;2016;7;2016m07;Baixada Fluminense;10;0;2;4;16;13;159;17;3;69;14;2;210;72;350;65;0;0;105;0;7;0;37;862;41;31;16;18;0;84;190;0;2;0;55;38;1;37;0;115;77;35;31;2;130;11;0;0;0;0;12;520;1842;3
3305133;São José de Ubá;2016;7;2016m07;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3305158;São José do Vale do Rio Preto;2016;7;2016m07;Interior;1;0;0;0;1;0;6;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;3;5;2;1;2;0;3;0;1;0;11;0;0;0;0;0;1;0;48;3
3305208;São Pedro da Aldeia;2016;7;2016m07;Interior;2;0;0;0;2;2;25;2;1;26;3;2;4;0;19;1;0;0;4;0;1;0;3;37;6;2;1;4;1;33;47;0;1;0;8;27;15;8;5;4;12;2;2;0;24;2;0;0;0;0;2;24;276;3
3305307;São Sebastião do Alto;2016;7;2016m07;Interior;0;0;0;0;0;0;3;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;23;3
3305406;Sapucaia;2016;7;2016m07;Interior;0;0;0;0;0;0;12;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;4;6;0;0;0;0;8;5;2;1;2;6;0;6;0;6;0;0;0;0;0;0;0;73;3
3305505;Saquarema;2016;7;2016m07;Interior;2;0;0;0;2;1;25;2;3;35;2;3;2;0;10;1;0;0;2;0;0;0;5;25;6;2;0;2;1;69;80;0;1;0;5;13;7;8;0;9;13;2;7;0;23;1;1;0;0;0;2;13;274;3
3305554;Seropédica;2016;7;2016m07;Baixada Fluminense;4;0;0;0;4;0;32;2;0;20;1;0;12;9;14;1;0;0;3;0;0;0;12;52;9;5;0;4;1;22;41;0;0;0;2;13;5;7;1;31;22;1;99;1;26;2;0;0;0;0;4;18;405;3
3305604;Silva Jardim;2016;7;2016m07;Interior;0;0;0;0;0;0;9;0;4;4;0;0;0;2;0;0;0;0;0;0;0;0;0;2;2;0;0;2;0;9;13;0;0;0;2;1;1;0;0;0;1;1;4;0;6;3;0;0;0;0;0;0;56;3
3305703;Sumidouro;2016;7;2016m07;Interior;1;0;0;0;1;0;6;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;4;0;0;0;3;2;1;0;1;0;2;0;2;0;2;0;0;0;0;0;1;0;31;3
3305752;Tanguá;2016;7;2016m07;Interior;0;0;0;0;0;0;5;1;0;5;1;0;4;0;5;0;0;0;1;0;0;0;0;11;2;2;1;0;1;12;18;0;0;0;3;3;0;3;0;1;5;2;0;0;4;0;0;0;0;0;0;6;68;3
3305802;Teresópolis;2016;7;2016m07;Interior;1;0;0;0;1;3;92;5;5;62;2;0;0;0;20;0;0;0;2;0;0;0;1;25;12;20;0;7;0;66;105;0;2;0;32;31;11;18;3;4;47;12;27;4;97;4;2;0;0;0;1;22;663;3
3305901;Trajano de Moraes;2016;7;2016m07;Interior;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;4;6;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;19;3
3306008;Três Rios;2016;7;2016m07;Interior;2;0;0;0;2;0;42;2;0;9;0;2;0;0;2;0;0;0;2;0;0;0;2;8;3;6;0;10;1;42;62;0;0;0;17;35;27;8;0;2;23;6;19;3;52;3;3;0;0;0;2;4;360;3
3306107;Valença;2016;7;2016m07;Interior;0;0;0;0;0;5;27;2;0;1;0;0;1;1;2;1;0;0;0;0;0;0;1;6;0;3;0;2;0;10;15;0;0;0;5;11;6;5;0;0;8;0;6;0;23;1;0;0;0;0;0;3;147;3
3306156;Varre-Sai;2016;7;2016m07;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3306206;Vassouras;2016;7;2016m07;Interior;2;0;0;0;2;1;9;1;0;8;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;2;0;3;0;9;15;0;0;0;2;12;10;2;0;0;7;0;2;0;18;4;0;0;0;0;2;1;91;3
3306305;Volta Redonda;2016;7;2016m07;Interior;4;0;0;0;4;4;65;4;0;28;5;0;4;3;25;0;0;0;6;0;0;0;4;47;19;26;0;18;0;85;148;0;2;0;38;61;14;44;7;13;93;15;18;0;80;2;1;0;0;0;4;31;669;3
3300100;Angra dos Reis;2016;8;2016m08;Interior;5;0;0;2;7;24;48;4;1;15;11;1;2;1;26;3;0;0;2;0;0;0;4;50;10;8;0;3;0;82;103;0;0;0;24;26;3;21;3;9;41;7;9;2;57;9;3;0;0;0;5;31;497;3
3300159;Aperibé;2016;8;2016m08;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300209;Araruama;2016;8;2016m08;Interior;4;0;0;0;4;0;38;6;1;45;5;0;6;1;33;0;0;0;7;0;0;0;3;54;7;5;1;6;1;69;90;0;1;0;17;31;14;15;3;16;25;6;16;0;53;4;1;0;0;0;4;40;437;3
3300225;Areal;2016;8;2016m08;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300233;Armação dos Búzios;2016;8;2016m08;Interior;2;0;0;0;2;5;17;0;0;4;2;1;1;1;3;0;0;0;0;0;0;0;9;14;6;2;0;5;0;40;56;0;0;0;12;3;1;2;0;4;6;0;6;0;17;1;0;0;0;0;2;3;203;3
3300258;Arraial do Cabo;2016;8;2016m08;Interior;0;0;0;0;0;1;11;2;0;4;0;0;1;0;1;0;0;0;0;0;0;0;0;2;2;3;0;9;0;23;37;0;0;0;5;25;21;4;0;0;7;3;3;0;25;1;0;0;0;0;0;1;144;3
3300308;Barra do Piraí;2016;8;2016m08;Interior;0;0;0;0;0;5;48;0;6;4;1;1;1;0;2;0;0;0;2;0;0;0;2;9;5;2;0;1;1;29;38;0;0;0;6;26;7;17;3;4;20;2;8;1;35;1;0;0;0;0;0;4;216;3
3300407;Barra Mansa;2016;8;2016m08;Interior;1;0;0;0;1;1;52;1;0;7;8;2;4;2;32;4;0;0;2;0;0;0;4;58;7;6;1;9;1;60;84;0;0;0;15;19;4;13;4;9;40;13;16;0;67;0;0;0;0;0;1;38;396;3
3300456;Belford Roxo;2016;8;2016m08;Baixada Fluminense;17;0;2;2;21;16;109;10;1;36;19;0;109;26;196;25;0;0;32;0;2;0;36;445;26;15;5;6;1;59;112;0;0;0;23;23;1;20;2;86;44;32;32;2;114;10;1;0;0;0;19;253;1144;3
3300506;Bom Jardim;2016;8;2016m08;Interior;0;0;0;0;0;1;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;8;11;0;0;0;3;1;0;1;0;0;2;0;0;0;13;0;1;0;0;0;0;0;53;3
3300605;Bom Jesus do Itabapoana;2016;8;2016m08;Interior;0;0;0;0;0;0;31;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;2;0;16;2;16;36;0;13;0;3;10;9;1;0;2;2;0;2;0;36;0;0;0;0;0;0;1;160;3
3300704;Cabo Frio;2016;8;2016m08;Interior;15;0;1;1;17;13;59;6;2;29;7;3;14;3;54;6;0;0;8;0;0;0;7;105;5;12;0;10;2;92;118;0;1;0;27;50;15;35;2;5;49;22;30;1;89;4;0;0;0;0;16;68;652;3
3300803;Cachoeiras de Macacu;2016;8;2016m08;Interior;0;0;0;0;0;0;25;1;1;19;1;0;2;0;1;0;0;0;3;0;0;0;2;9;2;0;0;5;2;25;34;0;0;0;4;9;3;6;0;3;11;3;6;0;17;1;0;0;0;0;0;4;150;3
3300902;Cambuci;2016;8;2016m08;Interior;1;0;0;0;1;1;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;6;7;0;0;0;1;2;1;1;0;0;7;0;0;0;9;0;0;0;0;0;1;1;40;3
3300936;Carapebus;2016;8;2016m08;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300951;Comendador Levy Gasparian;2016;8;2016m08;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3301009;Campos dos Goytacazes;2016;8;2016m08;Interior;21;0;0;0;21;22;113;8;10;62;9;5;25;4;118;0;0;0;26;0;0;2;22;211;26;53;19;14;4;146;262;0;3;0;55;89;22;58;10;34;124;30;25;6;82;7;2;0;0;0;21;144;1251;3
3301108;Cantagalo;2016;8;2016m08;Interior;0;0;0;0;0;1;9;1;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;5;6;0;0;0;1;7;4;3;0;2;3;1;1;0;13;0;0;0;0;0;0;1;55;3
3301157;Cardoso Moreira;2016;8;2016m08;Interior;0;0;0;0;0;1;6;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;14;17;0;0;0;2;13;8;6;0;0;13;0;1;0;21;1;0;0;0;0;0;0;76;3
3301207;Carmo;2016;8;2016m08;Interior;0;0;0;0;0;0;7;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;3;0;0;0;5;4;1;1;2;0;1;0;2;0;13;1;0;0;0;0;0;0;58;3
3301306;Casimiro de Abreu;2016;8;2016m08;Interior;2;0;0;0;2;2;19;0;5;30;0;1;1;1;3;0;0;0;1;0;0;0;1;8;2;1;0;2;3;10;18;0;0;0;2;38;28;9;1;3;15;4;7;0;15;2;0;0;0;0;2;4;136;3
3301405;Conceição de Macabu;2016;8;2016m08;Interior;2;0;0;0;2;2;4;0;0;3;3;0;1;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1;0;6;9;0;1;0;0;5;0;3;2;1;4;0;3;2;3;1;0;0;0;0;2;0;48;3
3301504;Cordeiro;2016;8;2016m08;Interior;0;0;0;0;0;1;12;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;1;0;2;0;7;10;0;0;0;6;9;5;3;1;0;2;0;2;0;10;0;0;0;0;0;0;1;73;3
3301603;Duas Barras;2016;8;2016m08;Interior;0;0;1;0;1;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;2;5;0;0;0;1;1;0;1;0;0;1;0;4;0;7;1;0;0;0;0;1;0;39;3
3301702;Duque de Caxias;2016;8;2016m08;Baixada Fluminense;30;1;0;5;36;53;274;16;5;133;25;3;247;84;634;175;0;0;124;0;4;1;69;1366;62;98;16;41;2;259;478;0;3;0;129;44;9;33;2;193;152;36;65;2;231;19;1;0;0;0;31;933;3431;3
3301801;Engenheiro Paulo de Frontin;2016;8;2016m08;Interior;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;4;0;0;0;0;5;4;1;0;0;1;0;0;0;8;0;0;0;0;0;0;0;32;3
3301850;Guapimirim;2016;8;2016m08;Baixada Fluminense;1;0;0;0;1;0;34;0;0;9;4;0;2;3;11;1;0;0;3;0;0;0;2;25;1;0;0;0;1;26;29;0;1;0;8;6;3;3;0;1;5;0;10;0;32;2;0;0;0;0;1;15;169;3
3301876;Iguaba Grande;2016;8;2016m08;Interior;0;0;0;1;1;0;8;1;0;8;2;0;1;0;2;0;0;0;1;0;0;0;1;7;5;2;0;2;0;21;30;0;0;0;3;5;3;1;1;4;9;1;3;1;17;0;0;0;0;0;0;3;132;3
3301900;Itaboraí;2016;8;2016m08;Interior;6;1;0;0;7;1;65;8;1;34;23;3;54;4;145;35;0;0;27;0;2;0;18;311;14;9;4;4;0;91;122;0;0;0;32;18;5;14;0;27;45;7;29;2;79;8;0;0;0;0;7;207;827;3
3302007;Itaguaí;2016;8;2016m08;Baixada Fluminense;2;0;0;0;2;2;51;5;2;30;8;2;31;1;16;6;0;0;12;0;3;0;29;109;19;3;1;12;1;59;94;0;1;0;13;10;3;6;1;30;25;6;13;1;40;6;0;0;0;0;2;34;449;3
3302056;Italva;2016;8;2016m08;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3302106;Itaocara;2016;8;2016m08;Interior;0;0;0;0;0;0;18;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;7;9;0;1;0;1;11;9;2;0;1;5;1;2;0;20;0;0;0;0;0;0;0;73;3
3302205;Itaperuna;2016;8;2016m08;Interior;1;0;0;0;1;1;59;1;0;22;0;1;0;1;3;0;0;0;0;0;0;0;2;6;4;1;0;8;1;28;43;0;1;0;11;42;23;17;2;1;26;5;8;1;66;0;0;0;0;0;1;3;353;3
3302254;Itatiaia;2016;8;2016m08;Interior;0;0;0;0;0;2;16;0;1;13;0;0;0;0;0;0;0;0;3;0;0;0;8;11;3;2;0;3;1;18;27;0;1;0;2;8;5;2;1;2;11;0;10;0;33;0;0;0;0;0;0;3;150;3
3302270;Japeri;2016;8;2016m08;Baixada Fluminense;5;0;0;1;6;7;23;1;0;10;1;0;16;3;13;4;0;0;4;0;0;0;11;52;5;2;0;2;0;13;22;0;1;0;2;14;7;7;0;11;9;5;24;2;18;7;0;0;0;0;5;21;243;3
3302304;Laje do Muriaé;2016;8;2016m08;Interior;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;8;0;0;0;1;1;1;0;0;0;1;0;1;0;5;0;0;0;0;0;0;1;30;3
3302403;Macaé;2016;8;2016m08;Interior;15;0;0;1;16;8;39;5;3;13;4;0;23;6;57;0;0;0;52;0;1;1;12;156;19;25;2;18;0;88;152;0;1;0;34;36;6;26;4;22;53;17;12;1;52;2;0;0;0;0;15;109;725;3
3302452;Macuco;2016;8;2016m08;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3302502;Magé;2016;8;2016m08;Baixada Fluminense;8;1;0;0;9;9;70;9;1;50;7;2;16;2;86;10;0;0;21;0;2;0;5;151;7;5;2;8;3;74;99;0;0;0;19;22;2;19;3;17;30;18;28;2;82;5;0;0;0;0;9;117;641;3
3302601;Mangaratiba;2016;8;2016m08;Interior;2;0;0;0;2;1;23;2;0;15;0;0;5;0;3;3;0;0;3;0;0;0;1;15;5;2;0;3;0;20;30;0;0;0;4;8;1;3;4;2;7;2;1;0;23;0;1;0;0;0;2;9;150;3
3302700;Maricá;2016;8;2016m08;Grande Niterói;5;0;0;0;5;4;73;4;3;42;6;3;10;2;40;0;0;0;6;0;0;0;4;71;22;14;3;10;1;90;140;0;0;0;17;9;3;6;0;9;21;7;7;0;68;5;1;0;1;0;5;46;578;3
3302809;Mendes;2016;8;2016m08;Interior;0;0;0;0;0;0;8;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;1;0;3;5;0;0;0;0;5;2;2;1;0;3;0;2;0;9;0;0;0;0;0;0;1;41;3
3302858;Mesquita;2016;8;2016m08;Baixada Fluminense;2;0;0;0;2;15;58;3;0;27;6;2;62;12;157;13;0;0;15;0;2;0;11;280;27;34;1;4;1;57;124;0;0;0;21;25;6;19;0;44;29;13;43;3;44;9;0;0;0;0;2;185;815;3
3302908;Miguel Pereira;2016;8;2016m08;Interior;0;0;0;0;0;0;24;3;1;14;1;2;0;0;2;0;0;0;0;0;0;0;0;5;2;0;0;4;1;13;20;0;0;0;5;23;14;7;3;3;9;0;5;0;27;1;0;0;0;0;0;2;178;3
3303005;Miracema;2016;8;2016m08;Interior;1;0;0;0;1;0;11;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;10;0;0;0;1;13;7;6;1;1;6;2;1;2;10;0;0;0;0;0;1;0;72;3
3303104;Natividade;2016;8;2016m08;Interior;0;0;0;0;0;0;12;2;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;5;0;13;20;0;0;0;1;8;4;4;0;1;7;0;4;0;11;0;0;1;0;0;0;1;79;3
3303203;Nilópolis;2016;8;2016m08;Baixada Fluminense;5;0;0;0;5;6;71;5;1;16;10;0;134;7;218;3;0;0;40;0;0;0;19;431;25;30;5;10;0;58;128;0;0;0;29;6;1;4;1;28;25;8;3;0;47;2;0;0;0;0;5;261;836;3
3303302;Niterói;2016;8;2016m08;Grande Niterói;9;0;1;11;21;18;183;15;3;125;26;7;107;2;379;52;0;0;75;0;1;1;51;702;84;127;19;60;30;284;603;0;9;0;165;58;14;40;5;70;118;40;61;10;162;13;1;0;0;0;10;506;2491;3
3303401;Nova Friburgo;2016;8;2016m08;Interior;1;0;0;0;1;2;66;3;3;20;0;0;0;1;4;0;0;0;2;0;0;0;2;8;2;7;1;9;0;49;69;0;0;0;28;42;10;30;2;2;44;11;14;1;94;3;0;0;0;0;1;6;535;3
3303500;Nova Iguaçu;2016;8;2016m08;Baixada Fluminense;21;0;2;5;28;16;228;22;13;155;31;2;245;50;476;83;0;0;123;0;9;0;106;1125;60;80;22;30;2;225;419;0;3;0;128;41;8;30;3;84;107;24;80;1;219;22;0;0;0;0;23;682;2932;3
3303609;Paracambi;2016;8;2016m08;Baixada Fluminense;6;0;0;0;6;4;14;2;0;7;0;0;2;0;1;0;0;0;1;0;0;0;1;5;2;2;0;6;0;11;21;0;0;0;4;20;12;6;2;1;9;3;20;0;16;1;0;0;0;0;6;2;167;3
3303708;Paraíba do Sul;2016;8;2016m08;Interior;2;0;0;0;2;2;15;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;4;3;0;3;1;14;25;0;0;0;2;13;11;2;0;5;5;2;6;3;14;1;0;0;0;0;2;0;117;3
3303807;Paraty;2016;8;2016m08;Interior;4;0;0;0;4;8;8;3;0;6;2;1;1;0;1;2;0;0;2;0;0;0;8;14;3;2;0;1;2;17;28;0;0;0;10;4;3;1;0;2;11;4;4;0;13;2;0;0;0;0;4;5;168;3
3303856;Paty do Alferes;2016;8;2016m08;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3303906;Petrópolis;2016;8;2016m08;Interior;1;0;0;0;1;4;116;13;2;28;8;0;1;1;11;0;0;0;1;1;0;0;5;28;21;24;3;19;0;101;168;0;2;0;48;41;18;18;5;16;28;6;28;3;102;6;1;0;0;0;1;12;777;3
3303955;Pinheiral;2016;8;2016m08;Interior;1;0;0;0;1;0;21;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;3;0;0;0;1;2;15;18;0;0;0;1;4;1;3;0;0;8;1;4;0;21;0;0;0;0;0;1;1;101;3
3304003;Piraí;2016;8;2016m08;Interior;0;0;0;0;0;0;12;0;2;0;1;0;1;2;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;10;12;0;0;0;2;16;11;7;0;1;19;0;14;0;6;0;1;0;0;0;0;0;95;3
3304102;Porciúncula;2016;8;2016m08;Interior;0;0;0;0;0;0;16;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;6;1;6;17;0;0;0;3;11;9;2;1;1;1;0;1;0;17;0;0;0;0;0;0;0;83;3
3304110;Porto Real;2016;8;2016m08;Interior;0;0;0;0;0;0;6;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;19;23;0;0;0;2;5;2;3;0;3;5;0;2;0;8;0;1;0;0;0;0;0;81;3
3304128;Quatis;2016;8;2016m08;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3304144;Queimados;2016;8;2016m08;Baixada Fluminense;11;0;1;1;13;6;62;2;2;44;3;2;15;8;57;12;0;0;8;0;0;0;7;112;11;9;4;9;0;61;94;0;2;0;24;15;6;6;5;13;27;4;39;0;64;10;0;0;0;0;12;77;582;3
3304151;Quissamã;2016;8;2016m08;Interior;0;0;0;0;0;0;6;2;0;14;4;1;1;2;0;0;0;0;0;0;0;0;0;8;1;1;0;2;0;12;16;0;0;0;2;9;3;7;0;0;11;5;3;0;9;1;0;0;0;0;0;0;89;3
3304201;Resende;2016;8;2016m08;Interior;1;0;0;0;1;8;44;1;3;23;1;1;2;2;14;0;0;1;3;0;0;0;0;24;4;6;1;8;2;50;71;0;0;0;23;29;10;21;0;9;50;16;15;1;58;2;0;0;0;0;1;17;384;3
3304300;Rio Bonito;2016;8;2016m08;Interior;1;0;0;0;1;0;15;0;2;16;1;0;9;2;7;0;0;0;4;0;0;0;4;27;13;2;0;0;0;14;29;0;0;0;4;3;2;1;0;11;13;3;4;0;14;0;1;0;0;0;1;11;135;3
3304409;Rio Claro;2016;8;2016m08;Interior;0;0;0;0;0;0;10;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;8;0;0;0;0;2;1;1;0;0;2;0;0;0;9;1;0;0;0;0;0;0;68;3
3304508;Rio das Flores;2016;8;2016m08;Interior;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;5;0;0;0;3;4;4;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;28;3
